City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
295,Carutapera,BR,2022-03-26 16:53:18,-1.195,-46.02,82.99,76,91,7.74
296,Bossangoa,CF,2022-03-26 16:53:30,6.4926,17.4552,89.29,22,96,1.81
297,Makakilo City,US,2022-03-26 16:45:22,21.3469,-158.0858,71.19,72,0,8.05
298,Halden,NO,2022-03-26 16:53:31,59.1226,11.3871,50.43,54,89,0.72
299,Huambo,AO,2022-03-26 16:53:31,-12.7761,15.7392,64.85,86,100,4.07
300,Yar-Sale,RU,2022-03-26 16:53:32,66.8333,70.8333,-7.37,93,83,7.16
301,Tarakan,ID,2022-03-26 16:53:32,3.3,117.6333,80.1,89,40,3.44
302,Nanakuli,US,2022-03-26 16:53:32,21.3906,-158.1547,72.61,72,75,8.05
303,Okha,RU,2022-03-26 16:53:32,53.5739,142.9478,26.47,97,100,13.38
304,Digapahandi,IN,2022-03-26 16:53:33,19.3667,84.5833,82.26,55,25,4.99
305,Kaniama,CD,2022-03-26 16:53:33,-7.5667,24.1833,71.06,94,42,1.25
306,Bambanglipuro,ID,2022-03-26 16:53:33,-7.95,110.2833,74.46,94,100,3.96
307,Raudeberg,NO,2022-03-26 16:53:34,61.9875,5.1352,41.86,76,100,11.14
308,Virginia Beach,US,2022-03-26 16:51:24,36.8529,-75.978,59.02,38,20,13.0
309,Cedar City,US,2022-03-26 16:49:23,37.6775,-113.0619,65.39,35,0,4.61
310,Nouakchott,MR,2022-03-26 16:53:34,18.0858,-15.9785,80.53,55,19,14.23
311,Moerai,PF,2022-03-26 16:53:34,-22.4333,-151.3333,80.22,76,93,9.15
312,Auxerre,FR,2022-03-26 16:53:35,47.8,3.5667,63.63,60,0,12.26
313,Cockburn Town,TC,2022-03-26 16:53:35,21.4612,-71.1419,82.36,57,20,16.11
314,Marihatag,PH,2022-03-26 16:53:35,8.7936,126.2969,74.68,91,98,5.93
315,Marsa Matruh,EG,2022-03-26 16:53:36,31.3525,27.2453,58.96,65,0,11.48
316,Palana,RU,2022-03-26 16:53:36,59.1167,159.9667,12.06,95,100,8.37
317,Yeppoon,AU,2022-03-26 16:53:36,-23.1333,150.7333,73.18,68,100,9.28
318,Yarada,IN,2022-03-26 16:53:37,17.65,83.2667,84.52,84,20,8.05
319,Khandbari,NP,2022-03-26 16:53:37,27.3747,87.2039,65.17,31,0,4.88
320,Bandarbeyla,SO,2022-03-26 16:53:37,9.4942,50.8122,78.39,62,0,10.98
321,Codrington,AU,2022-03-26 16:53:37,-38.2667,141.9667,54.68,86,0,5.95
322,Bilma,NE,2022-03-26 16:53:38,18.6853,12.9164,84.16,8,95,7.45
323,Sabha,LY,2022-03-26 16:53:38,27.0377,14.4283,72.0,9,0,10.8
324,Ancud,CL,2022-03-26 16:52:26,-41.8697,-73.8203,55.22,89,100,16.87
325,Roebourne,AU,2022-03-26 16:54:38,-20.7833,117.1333,84.6,62,64,14.41
326,Shelburne,CA,2022-03-26 16:49:56,44.0787,-80.2041,36.12,94,100,13.0
327,Parrita,CR,2022-03-26 16:53:39,9.5201,-84.3225,87.35,56,99,7.9
328,Mosquera,CO,2022-03-26 16:51:43,4.7059,-74.2302,62.69,63,75,3.44
329,Tselinnoye,RU,2022-03-26 16:54:39,53.0833,85.6667,7.54,98,98,3.36
330,Berlin,DE,2022-03-26 16:53:11,52.5244,13.4105,56.01,71,75,11.99
331,Haines Junction,CA,2022-03-26 16:54:39,60.7522,-137.5108,13.95,85,100,1.14
332,Lorengau,PG,2022-03-26 16:54:40,-2.0226,147.2712,81.01,77,96,7.36
333,Vanimo,PG,2022-03-26 16:54:40,-2.6741,141.3028,77.99,87,87,6.08
334,Mulchen,CL,2022-03-26 16:54:40,-37.7167,-72.2333,67.86,26,3,5.84
335,Yichang,CN,2022-03-26 16:54:40,30.7144,111.2847,58.71,71,100,2.71
336,Paita,PE,2022-03-26 16:54:41,-5.0892,-81.1144,72.68,82,100,4.94
337,Kuandian,CN,2022-03-26 16:54:41,40.7286,124.7847,38.98,56,37,4.85
338,Kununurra,AU,2022-03-26 16:54:41,-15.7667,128.7333,78.78,83,26,5.75
339,Cabo San Lucas,MX,2022-03-26 16:51:45,22.8909,-109.9124,82.62,37,98,4.0
340,San Policarpo,PH,2022-03-26 16:54:42,12.1791,125.5072,79.61,83,87,10.38
341,North Bend,US,2022-03-26 16:54:42,43.4065,-124.2243,55.17,90,100,3.44
342,Lahij,YE,2022-03-26 16:54:43,13.1667,44.5833,77.43,61,84,5.3
343,Kurchaloy,RU,2022-03-26 16:54:43,43.2018,46.0881,42.66,74,100,4.92
344,Parana,AR,2022-03-26 16:54:43,-31.732,-60.5238,77.56,60,10,8.34
345,Roald,NO,2022-03-26 16:54:44,62.5833,6.1333,44.33,61,75,2.3
346,Calamar,CO,2022-03-26 16:54:44,10.2511,-74.9146,95.65,41,90,5.91
347,Viedma,AR,2022-03-26 16:50:26,-40.8135,-62.9967,72.36,28,45,8.01
348,Port Shepstone,ZA,2022-03-26 16:54:44,-30.7414,30.455,72.45,85,97,16.49
349,Port-Gentil,GA,2022-03-26 16:54:45,-0.7193,8.7815,82.2,82,100,11.43
350,Yinchuan,CN,2022-03-26 16:54:45,38.4681,106.2731,40.44,14,100,6.73
351,Palm City,US,2022-03-26 16:51:30,27.1678,-80.2662,77.05,43,0,9.22
352,Marsh Harbour,BS,2022-03-26 16:50:42,26.5412,-77.0636,73.35,56,44,17.09
353,Ambulu,ID,2022-03-26 16:54:45,-8.345,113.6058,75.51,91,100,2.64
354,Taungdwingyi,MM,2022-03-26 16:54:45,20.0167,95.55,82.0,54,6,5.26
355,Wicklow,IE,2022-03-26 16:54:46,53.0,-6.4167,55.9,45,1,4.83
356,Ashqelon,IL,2022-03-26 16:54:46,31.6693,34.5715,58.89,65,0,4.72
357,Ariquemes,BR,2022-03-26 16:50:20,-9.9133,-63.0408,84.25,78,72,3.96
358,Mankera,PK,2022-03-26 16:54:46,31.3866,71.4407,84.9,12,0,9.4
359,Codajas,BR,2022-03-26 16:53:17,-3.8367,-62.0569,86.41,75,98,2.13
360,Am Timan,TD,2022-03-26 16:54:47,11.0297,20.2827,92.17,9,40,5.35
361,Dauphin,CA,2022-03-26 16:53:33,51.1494,-100.0502,5.14,56,0,8.05
362,Toyooka,JP,2022-03-26 16:54:47,35.5333,134.8333,51.04,92,100,10.98
363,Cordoba,AR,2022-03-26 16:54:47,-31.4135,-64.1811,83.43,28,0,8.05
364,Bathsheba,BB,2022-03-26 16:54:47,13.2167,-59.5167,84.81,61,40,19.57
365,Birpur,IN,2022-03-26 16:50:44,26.5167,87.0167,77.27,12,0,6.33
366,Quelimane,MZ,2022-03-26 16:54:48,-17.8786,36.8883,82.35,74,20,9.22
367,Santa Rosa,PH,2022-03-26 16:53:39,14.3122,121.1114,84.18,75,14,7.23
368,Puro,PH,2022-03-26 16:54:48,12.4841,123.3827,79.59,81,68,7.92
369,Agadir,MA,2022-03-26 16:50:11,30.4202,-9.5982,68.45,60,3,8.99
370,Dolny Kubin,SK,2022-03-26 16:55:48,49.2098,19.3034,57.79,64,74,5.08
371,Bouna,CI,2022-03-26 16:55:48,9.2667,-3.0,100.11,23,79,5.91
372,Bend,US,2022-03-26 16:55:49,44.0582,-121.3153,55.99,52,0,5.99
373,Moron,AR,2022-03-26 16:55:49,-34.6534,-58.6198,72.81,70,90,11.45
374,Maua,BR,2022-03-26 16:55:49,-23.6678,-46.4614,84.0,62,85,9.69
375,Vila Franca Do Campo,PT,2022-03-26 16:55:50,37.7167,-25.4333,59.41,89,97,23.51
376,Hof,DE,2022-03-26 16:55:50,50.3167,11.9167,56.43,42,0,6.91
377,San Joaquin,US,2022-03-26 16:55:50,37.9333,-121.3011,65.53,62,49,5.1
378,Svetlogorsk,BY,2022-03-26 16:55:50,52.6333,29.7333,39.4,56,87,20.29
379,Celestun,MX,2022-03-26 16:55:51,20.8667,-90.4,75.69,48,30,11.79
380,Hamilton,US,2022-03-26 16:54:23,39.1834,-84.5333,38.17,69,100,19.57
381,Bambous Virieux,MU,2022-03-26 16:55:51,-20.3428,57.7575,81.21,83,40,4.61
382,Vaitape,PF,2022-03-26 16:55:51,-16.5167,-151.75,81.91,72,83,14.23
383,Matamoros,MX,2022-03-26 16:55:51,25.5333,-103.25,72.81,7,100,4.38
384,Ilulissat,GL,2022-03-26 16:55:52,69.2167,-51.1,15.85,73,100,1.79
385,Tuatapere,NZ,2022-03-26 16:55:52,-46.1333,167.6833,50.67,92,62,2.48
386,Goderich,CA,2022-03-26 16:55:52,43.7501,-81.7165,34.92,86,99,17.27
387,Port Blair,IN,2022-03-26 16:55:53,11.6667,92.75,80.64,89,20,2.3
388,Maldonado,UY,2022-03-26 16:55:53,-34.6667,-54.9167,70.99,71,99,19.44
389,Warud,IN,2022-03-26 16:55:53,21.4667,78.2667,87.37,11,10,8.57
390,Coahuayana,MX,2022-03-26 16:55:53,18.7333,-103.6833,87.62,20,74,5.01
391,Coutances,FR,2022-03-26 16:55:54,49.05,-1.4333,57.79,66,0,12.44
392,Bay Roberts,CA,2022-03-26 16:55:54,47.5999,-53.2648,37.06,89,100,3.0
393,Xingyi,CN,2022-03-26 16:55:54,24.1877,102.817,56.12,66,8,3.29
394,Ambilobe,MG,2022-03-26 16:55:54,-13.2,49.05,75.76,95,77,2.68
395,Linfen,CN,2022-03-26 16:55:55,36.0889,111.5189,50.04,18,42,5.95
396,Oktyabrskiy,RU,2022-03-26 16:55:55,54.4815,53.471,31.23,92,97,16.2
397,Bara,NG,2022-03-26 16:55:55,10.3744,10.7288,100.18,9,91,12.35
398,Ust-Koksa,RU,2022-03-26 16:55:56,50.2696,85.6108,20.68,84,100,0.96
399,Ballina,AU,2022-03-26 16:55:56,-28.8667,153.5667,69.76,96,100,6.91
400,Marsabit,KE,2022-03-26 16:55:56,2.3284,37.9899,75.7,52,73,13.33
401,Iraan,US,2022-03-26 16:55:56,30.914,-101.8979,75.15,3,7,5.01
402,Lompoc,US,2022-03-26 16:55:57,34.6391,-120.4579,50.72,100,100,4.61
403,Okhotsk,RU,2022-03-26 16:55:57,59.3833,143.3,-3.8,99,53,4.92
404,Huntington,US,2022-03-26 16:54:55,38.4193,-82.4452,43.34,62,96,13.0
405,Vestmannaeyjar,IS,2022-03-26 16:55:57,63.4427,-20.2734,47.39,93,100,27.63
406,Apucarana,BR,2022-03-26 16:55:57,-23.5508,-51.4608,75.33,88,99,6.67
407,Buckeye,US,2022-03-26 16:55:58,33.3703,-112.5838,86.18,18,0,0.0
408,Lima,PE,2022-03-26 16:55:16,-12.0432,-77.0282,73.38,72,0,4.61
409,Tezu,IN,2022-03-26 16:55:58,27.9167,96.1667,68.52,71,97,3.51
410,Salinas,US,2022-03-26 16:53:02,36.6777,-121.6555,56.21,84,40,3.44
411,Moramanga,MG,2022-03-26 16:55:58,-18.9333,48.2,67.91,99,20,1.57
412,Bilibino,RU,2022-03-26 16:55:59,68.0546,166.4372,-9.71,100,100,2.82
413,Lahaina,US,2022-03-26 16:55:59,20.8783,-156.6825,70.81,97,59,14.9
414,Novobirilyussy,RU,2022-03-26 16:55:59,56.9514,90.6661,16.84,87,94,11.97
415,West Plains,US,2022-03-26 16:55:59,36.7281,-91.8524,56.89,25,74,15.99
416,Mnogovershinnyy,RU,2022-03-26 16:56:00,53.9353,139.9242,13.01,99,97,5.35
417,Shihezi,CN,2022-03-26 16:57:00,44.3,86.0333,44.83,44,36,4.21
418,Port Hedland,AU,2022-03-26 16:57:00,-20.3167,118.5667,84.25,79,13,10.36
419,Griffith,US,2022-03-26 16:57:00,41.5284,-87.4237,32.4,69,100,12.66
420,Mildura,AU,2022-03-26 16:57:01,-34.2,142.15,66.16,55,0,4.61
421,Agde,FR,2022-03-26 16:57:01,43.3108,3.4758,60.66,63,0,10.36
422,Diffa,NE,2022-03-26 16:57:01,13.3154,12.6113,88.68,7,36,12.5
423,Hauterive,FR,2022-03-26 16:57:02,46.0901,3.4459,66.96,53,8,5.53
424,Omboue,GA,2022-03-26 16:57:02,-1.5746,9.2618,81.05,85,100,8.57
425,Muros,ES,2022-03-26 16:57:02,42.7762,-9.0603,66.69,63,93,4.56
426,Hay River,CA,2022-03-26 16:57:03,60.8156,-115.7999,4.98,78,100,9.22
427,Zhezkazgan,KZ,2022-03-26 16:57:03,47.8043,67.7144,31.24,90,43,6.71
428,Dubrovnik,HR,2022-03-26 16:56:38,42.6481,18.0922,58.64,72,0,8.05
429,Sol-Iletsk,RU,2022-03-26 16:57:03,51.1631,54.9918,28.58,91,100,4.52
430,Beira,MZ,2022-03-26 16:57:04,-19.8436,34.8389,80.69,83,75,13.0
431,Tutoia,BR,2022-03-26 16:57:04,-2.7619,-42.2744,82.38,74,99,8.79
432,Yerbogachen,RU,2022-03-26 16:57:04,61.2767,108.0108,16.56,89,100,7.05
433,Yuancheng,CN,2022-03-26 16:57:05,36.652,107.7896,39.04,22,91,5.77
434,Lumeje,AO,2022-03-26 16:57:06,-11.55,20.7833,71.31,84,100,2.17
435,Satao,PT,2022-03-26 16:57:06,40.7418,-7.7329,60.91,56,75,7.0
436,Tahta,EG,2022-03-26 16:57:06,26.7693,31.5021,66.34,14,0,13.2
437,Svetlyy,RU,2022-03-26 16:57:07,54.675,20.1347,41.05,60,83,18.81
438,Chicama,PE,2022-03-26 16:57:08,-7.8447,-79.1469,68.54,67,99,6.93
439,Katsuura,JP,2022-03-26 16:56:25,35.1333,140.3,64.98,96,100,30.2
440,Floro,NO,2022-03-26 16:57:08,61.5996,5.0328,42.96,65,75,4.61
441,Lodja,CD,2022-03-26 16:57:09,-3.4833,23.4333,80.06,59,62,2.46
442,Altoona,US,2022-03-26 16:56:15,40.5187,-78.3947,43.38,77,93,4.0
443,Camacha,PT,2022-03-26 16:57:10,33.0833,-16.3333,62.02,72,20,14.97
444,Mount Gambier,AU,2022-03-26 16:57:10,-37.8333,140.7667,46.31,100,100,0.0
445,Santo Antonio Do Ica,BR,2022-03-26 16:57:10,-3.1022,-67.9397,81.7,86,100,1.45
446,Riohacha,CO,2022-03-26 16:57:11,11.5444,-72.9072,84.31,70,40,8.05
447,Lewiston,US,2022-03-26 16:57:11,44.1003,-70.2148,53.31,50,55,1.99
448,Morros,BR,2022-03-26 16:57:11,-9.4467,-46.3003,83.44,62,53,4.54
449,Olga,RU,2022-03-26 16:57:12,43.7444,135.2892,36.7,72,99,15.55
450,Egvekinot,RU,2022-03-26 16:57:12,66.3167,-179.1667,5.2,97,100,0.45
451,Jumla,NP,2022-03-26 16:57:12,29.2747,82.1838,47.12,46,0,3.11
452,Luderitz,NA,2022-03-26 16:57:13,-26.6481,15.1594,66.43,71,0,11.16
453,San Patricio,US,2022-03-26 16:57:14,28.017,-97.5169,84.29,26,0,11.16
454,Muroto,JP,2022-03-26 16:57:15,33.2833,134.15,62.91,91,79,9.44
455,Tateyama,JP,2022-03-26 16:57:15,34.9833,139.8667,65.1,97,100,28.43
456,Methala,IN,2022-03-26 16:57:15,10.2166,76.2166,82.4,82,10,1.59
457,Napanee,CA,2022-03-26 16:57:16,44.2501,-76.9494,40.57,97,100,3.91
458,Tibati,CM,2022-03-26 16:57:16,6.4667,12.6333,92.77,16,54,5.59
459,Dhaka,BD,2022-03-26 16:54:13,23.7104,90.4074,85.98,66,75,14.97
460,Lata,PT,2022-03-26 16:57:17,40.1629,-8.3327,68.07,54,84,9.8
461,San Bartolome De Tirajana,ES,2022-03-26 16:57:17,27.9248,-15.5733,59.47,70,40,19.57
462,Gat,IL,2022-03-26 16:57:05,31.61,34.7642,57.88,100,0,1.95
463,Biltine,TD,2022-03-26 16:57:17,14.5333,20.9167,85.14,9,11,16.71
464,Pingliang,CN,2022-03-26 16:57:18,35.5392,106.6861,42.21,28,50,1.97
465,Itaueira,BR,2022-03-26 16:53:09,-7.6033,-43.0256,93.51,38,17,5.23
466,Parkes,AU,2022-03-26 16:58:18,-33.1333,148.1833,62.35,78,85,8.81
467,Kattivakkam,IN,2022-03-26 16:58:18,13.2167,80.3167,86.09,87,11,11.27
468,Borogontsy,RU,2022-03-26 16:58:19,62.6683,131.1683,-6.03,100,92,1.32
469,Buala,SB,2022-03-26 16:58:19,-8.145,159.5921,77.86,85,100,6.93
470,Namibe,AO,2022-03-26 16:58:19,-15.1961,12.1522,75.15,71,13,13.96
471,Marfino,RU,2022-03-26 16:58:20,55.7028,37.3822,35.87,64,75,17.9
472,Blind River,CA,2022-03-26 16:58:20,46.1834,-82.9582,33.91,73,100,12.84
473,Grand-Lahou,CI,2022-03-26 16:58:20,5.1367,-5.0242,83.79,74,99,12.03
474,Beneditinos,BR,2022-03-26 16:58:20,-5.45,-42.3667,89.4,56,69,2.73
475,Taoudenni,ML,2022-03-26 16:58:21,22.6783,-3.9836,93.13,10,44,3.89
476,Cabimas,VE,2022-03-26 16:58:21,10.3883,-71.4399,85.73,64,43,6.82
477,Cabedelo,BR,2022-03-26 16:53:45,-6.9811,-34.8339,81.27,71,81,10.29
478,Koumac,NC,2022-03-26 16:58:21,-20.5667,164.2833,75.87,84,25,5.12
479,Montmagny,FR,2022-03-26 16:58:21,48.9734,2.3469,67.01,25,0,17.27
480,Severo-Kurilsk,RU,2022-03-26 16:58:22,50.6789,156.125,22.93,78,27,4.12
481,Sarh,TD,2022-03-26 16:58:22,9.1429,18.3923,102.11,18,0,9.22
482,Ixtapa,MX,2022-03-26 16:58:23,20.7,-105.2,88.65,20,3,5.37
483,Millinocket,US,2022-03-26 16:58:19,45.6573,-68.7098,40.89,83,89,8.14
484,Bosaso,SO,2022-03-26 16:58:23,11.2842,49.1816,78.03,67,0,3.8
485,Port Keats,AU,2022-03-26 16:58:23,-14.25,129.55,81.32,79,99,2.91
486,Taltal,CL,2022-03-26 16:58:24,-25.4,-70.4833,70.43,66,1,7.45
487,Lagoa,PT,2022-03-26 16:58:24,39.05,-27.9833,58.53,91,100,13.87
488,Vanavara,RU,2022-03-26 16:58:24,60.34,102.2797,23.4,95,100,11.48
489,Kolpashevo,RU,2022-03-26 16:58:24,58.3131,82.9089,11.1,90,30,9.48
490,Brae,GB,2022-03-26 16:54:26,60.3964,-1.353,48.83,89,95,10.98
491,Kilvelur,IN,2022-03-26 16:58:25,10.7672,79.7419,81.23,76,0,8.66
492,Tanabe,JP,2022-03-26 16:58:25,33.7333,135.3667,57.99,88,98,16.37
493,Bella Union,UY,2022-03-26 16:58:25,-30.2752,-57.6007,70.65,67,82,10.4
494,Aktash,RU,2022-03-26 16:58:25,50.3,87.7333,4.51,80,86,4.68
495,Muravlenko,RU,2022-03-26 16:58:26,63.7898,74.523,12.78,92,83,14.27
496,Northam,GB,2022-03-26 16:58:26,51.0333,-4.2167,54.63,73,1,11.14
497,Ulladulla,AU,2022-03-26 16:58:26,-35.35,150.4667,61.7,90,60,3.27
498,Olinda,BR,2022-03-26 16:58:26,-8.0089,-34.8553,85.73,70,75,6.91
499,Alyangula,AU,2022-03-26 16:58:27,-13.8483,136.4192,75.07,88,100,0.0
500,San Quintin,MX,2022-03-26 16:58:27,30.4833,-115.95,65.35,71,100,6.31
501,Acandi,CO,2022-03-26 16:58:27,8.5063,-77.2778,85.15,66,100,8.79
502,Sompeta,IN,2022-03-26 16:58:27,18.9333,84.6,80.04,83,72,14.41
503,Los Cordobas,CO,2022-03-26 16:58:28,8.894,-76.3546,84.25,70,97,10.29
504,Saint-Paul,RE,2022-03-26 16:58:28,-21.0096,55.2707,80.71,84,71,2.86
505,Le Vauclin,MQ,2022-03-26 16:58:28,14.5452,-60.8388,86.05,58,40,17.27
506,Lyuban,BY,2022-03-26 16:57:16,52.7985,28.0048,40.12,51,68,21.92
507,Sorland,NO,2022-03-26 16:58:29,67.667,12.6934,32.32,54,100,7.02
508,Nishihara,JP,2022-03-26 16:58:29,26.1842,127.7558,67.28,83,100,8.05
509,Sola,VU,2022-03-26 16:58:29,-13.8833,167.55,81.91,75,100,10.54
510,De-Kastri,RU,2022-03-26 16:58:29,51.4667,140.7833,29.28,95,100,12.73
511,Nome,US,2022-03-26 16:54:54,64.5011,-165.4064,6.12,87,14,3.85
512,Santa Marta,CO,2022-03-26 16:59:30,11.2408,-74.199,86.9,67,20,6.91
513,Hami,CN,2022-03-26 16:59:30,42.8,93.45,46.8,27,0,3.18
514,Guantanamo,CU,2022-03-26 16:56:33,20.1444,-75.2092,86.47,41,57,6.17
515,Beisfjord,NO,2022-03-26 16:59:30,68.3751,17.5988,28.45,96,100,5.64
516,Altay,CN,2022-03-26 16:59:31,47.8667,88.1167,27.16,52,81,10.07
517,Lokosovo,RU,2022-03-26 16:59:31,61.1333,74.8167,17.08,87,55,11.68
518,Auki,SB,2022-03-26 16:59:31,-8.7676,160.7034,77.0,88,100,4.38
519,Wattegama,LK,2022-03-26 16:59:32,6.7989,81.4808,74.35,89,32,1.59
520,Valparaiso,CL,2022-03-26 16:57:45,-33.0393,-71.6273,62.47,76,100,6.91
521,Lasa,IT,2022-03-26 16:59:32,46.6166,10.7002,55.69,72,19,0.58
522,Novoagansk,RU,2022-03-26 16:59:32,61.9449,76.6625,19.29,90,84,16.49
523,Kapit,MY,2022-03-26 16:59:33,2.0167,112.9333,73.74,99,100,2.1
524,Acarau,BR,2022-03-26 16:59:33,-2.8856,-40.12,83.97,72,100,9.91
525,Shubarshi,KZ,2022-03-26 16:59:34,48.5872,57.1869,29.98,87,100,9.8
526,Esperanza,DO,2022-03-26 16:59:34,19.5847,-70.9849,86.58,31,78,4.94
527,Lafia,NG,2022-03-26 16:59:34,8.4833,8.5167,102.74,10,20,9.19
528,Luanda,AO,2022-03-26 16:57:38,-8.8368,13.2343,78.8,78,75,9.22
529,Gohpur,IN,2022-03-26 16:59:34,26.8833,93.6333,70.52,78,14,6.76
530,Kutum,SD,2022-03-26 16:59:35,14.2,24.6667,70.47,12,67,15.73
531,Kosonsoy,UZ,2022-03-26 16:59:35,41.2561,71.5508,48.76,61,93,2.06
532,Tazovskiy,RU,2022-03-26 16:59:35,67.4667,78.7,11.52,94,100,15.88
533,Iracoubo,GF,2022-03-26 16:59:36,5.4802,-53.2011,81.01,74,98,13.11
534,Wahiawa,US,2022-03-26 16:59:36,21.5028,-158.0236,69.87,74,75,8.05
535,Kerouane,GN,2022-03-26 16:59:36,9.2667,-9.0167,79.38,67,100,9.15
536,Mitsamiouli,KM,2022-03-26 16:55:46,-11.3847,43.2844,82.69,89,20,2.3
537,Parole,US,2022-03-26 16:59:37,38.9796,-76.5305,54.12,39,40,14.97
538,Zeya,RU,2022-03-26 16:59:37,53.75,127.2667,20.55,93,100,5.41
539,Imbituba,BR,2022-03-26 16:59:37,-28.24,-48.6703,74.66,61,17,7.83
540,Quetta,PK,2022-03-26 16:59:37,30.199,67.0097,67.91,16,0,3.78
541,Acapulco,MX,2022-03-26 16:56:37,16.8634,-99.8901,85.24,35,98,5.21
542,Ust-Kuyga,RU,2022-03-26 16:59:41,70.0167,135.6,-15.48,100,98,4.92
543,Tukrah,LY,2022-03-26 16:59:41,32.5341,20.5791,57.25,61,5,10.09
544,Richards Bay,ZA,2022-03-26 16:59:41,-28.783,32.0377,71.04,86,97,1.63
545,Chibuto,MZ,2022-03-26 16:59:42,-24.6867,33.5306,68.4,93,100,2.55
546,Westport,US,2022-03-26 16:59:42,41.1415,-73.3579,53.28,60,85,13.0
547,Menongue,AO,2022-03-26 16:59:42,-14.6585,17.691,71.38,68,90,1.83
548,Glamoc,BA,2022-03-26 16:59:43,44.0458,16.8486,47.98,46,42,2.3
549,Bahia De Caraquez,EC,2022-03-26 16:59:43,-0.6,-80.4167,78.98,91,100,4.52
550,Husavik,IS,2022-03-26 16:59:43,66.0449,-17.3389,42.55,92,100,15.95
551,Tamandare,BR,2022-03-26 16:59:44,-8.7597,-35.1047,82.53,75,87,8.7
552,Sturgeon Falls,CA,2022-03-26 16:59:44,46.3646,-79.9326,39.88,89,100,8.32
553,Mae Sai,TH,2022-03-26 16:59:44,20.4335,99.8762,76.95,43,75,2.13
554,Villavicencio,CO,2022-03-26 16:56:44,4.142,-73.6266,84.38,65,93,4.85
555,Ternate,ID,2022-03-26 16:59:45,0.8,127.4,79.47,81,91,7.72
556,Mandalgovi,MN,2022-03-26 16:59:45,45.7625,106.2708,24.71,22,0,14.09
557,Contrecoeur,CA,2022-03-26 16:58:06,45.8501,-73.2325,44.33,75,97,6.91
558,Rantauprapat,ID,2022-03-26 17:00:45,2.1,99.8333,74.75,94,9,2.8
559,Salinopolis,BR,2022-03-26 17:00:45,-0.6136,-47.3561,81.68,77,96,9.55
560,Poya,NC,2022-03-26 17:00:46,-21.35,165.15,73.67,85,52,5.39
561,Noumea,NC,2022-03-26 17:00:46,-22.2763,166.4572,79.0,99,63,7.83
562,La Primavera,CO,2022-03-26 17:00:46,5.4906,-70.4092,91.63,43,94,11.7
563,Kota Tinggi,MY,2022-03-26 17:00:47,1.7381,103.8999,78.75,95,2,4.36
564,Gimli,CA,2022-03-26 17:00:47,50.6336,-96.9907,4.73,69,89,15.43
565,Shieli,KZ,2022-03-26 17:00:48,44.1667,66.75,51.58,42,77,16.96
566,Praia Da Vitoria,PT,2022-03-26 17:00:48,38.7333,-27.0667,59.76,96,100,26.87
